MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
5.444847583770752,inf,21.201717376708984,4.604532241821289,5.444847583770752,0.43711161613464355,39.76229476928711,6.305735111236572,0.9452503431218473,0.9452512264251709
