MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
5.26807165145874,inf,348.2043151855469,18.660234451293945,5.26807165145874,1.1461292505264282,45.89101791381836,6.774291038513184,0.10082442588646001,0.33888208866119385
