MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
6.726438045501709,inf,100.38475799560547,10.019219398498535,6.0213799476623535,0.589445948600769,115.6228256225586,10.752805709838867,0.7407742552173365,0.7531189322471619
