MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
5.215243816375732,inf,362.7400207519531,19.045734405517578,5.215243816375732,1.096218228340149,44.30349349975586,6.6560869216918945,0.06328849919822144,0.3028033375740051
